age,gender,weight_kg,height_m,max_bpm,avg_bpm,resting_bpm,session_duration_h,calories_burned,workout_type,fat_percentage,water_intake_l,workout_frequency,experience_level,bmi,height_cm,bmi_supplied,fitness_goal,body_fat_source,body_fat_pct,bmr,lean_body_mass_kg,activity_level,activity_multiplier,tdee,calorie_factor,protein_coefficient,calorie_target_clean,protein_target_clean,calorie_target,protein_target,bmi_category
56,Female,52.9,1.64,169,155,53,1.1,767.0,Cardio,27.4,2.3,3,2,19.668352171326593,164.0,19.67,muscle_gain,measured,27.4,1199.55664,38.4054,moderate,1.55,1859.3127920000002,1.128052168348994,1.9838442287038838,2097.4018266546223,104.94535969843545,2206.6,106.7,normal
19,Female,49.0,1.69,176,147,64,1.05,772.0,Yoga,29.2,2.4,3,1,17.15626203564301,169.0,17.16,muscle_gain,measured,29.2,1119.3472000000002,34.692,moderate,1.5250000000000001,1707.0044800000003,1.1396966262452193,2.1684176962022788,1945.4672468414751,106.25246711391166,1772.9,107.4,underweight
20,Male,128.2,1.84,164,132,58,0.83,603.0,HIIT,26.2,2.3,3,1,37.86625708884688,184.0,37.87,fat_loss,measured,26.2,2413.61056,94.6116,light,1.35,3258.3742560000005,0.8135033893005384,2.3513378240719205,2654.9716160000003,301.4415090460202,2655.0,285.9,obese
54,Male,83.6,1.86,168,142,56,1.54,1082.0,HIIT,12.4,3.5,5,3,24.16464331136547,186.0,24.16,muscle_gain,measured,12.4,1951.84576,73.2336,very_active,1.9,3708.5069439999997,1.119964263508682,1.9964354087338643,4153.3952482537925,166.90200017015104,3975.1,168.4,normal
34,Female,56.2,1.77,192,138,59,1.81,1249.0,Cardio,17.3,2.7,5,3,17.938651090044367,177.0,17.94,muscle_gain,measured,17.3,1373.9118400000002,46.4774,very_active,1.9,2610.4324960000004,1.1392376568511486,1.9279382203658326,2973.903000111136,108.3501279845598,2961.3,107.7,underweight
19,Male,87.8,1.78,195,161,72,1.28,1133.0,Cardio,23.6,3.3,2,1,27.71114758237596,178.0,27.71,fat_loss,measured,23.6,1818.91072,67.0792,light,1.35,2455.529472,0.8009995262557144,2.2239906200866093,2000.8017920000002,195.2663764436043,2000.8,192.5,overweight
19,Male,85.9,1.85,195,156,62,1.66,1424.0,Strength,12.9,3.5,4,3,25.098612125639153,185.0,25.1,muscle_gain,measured,12.9,1986.08824,74.8189,active,1.75,3475.65442,1.1003462423757162,1.9959787909072988,3824.423280843549,171.45457813893697,4085.2,170.5,overweight
45,Male,51.1,1.87,177,158,57,1.44,1126.0,Cardio,26.2,3.4,4,2,14.612942892276013,187.0,14.61,muscle_gain,measured,26.2,1184.5748800000001,37.711800000000004,active,1.725,2043.3916680000002,1.1203761947620317,2.092889615068756,2289.367381402281,106.94665933001343,2381.6,106.7,underweight
40,Female,57.4,1.71,168,143,61,1.87,1337.0,Strength,18.3,2.7,5,3,19.62997161519784,171.0,19.63,muscle_gain,measured,18.3,1382.9492799999998,46.895799999999994,very_active,1.9,2627.6036319999994,1.105791680432015,1.9667315872319242,2905.582235738545,112.89039310711244,2922.2,110.6,normal
54,Male,114.9,1.92,188,135,71,1.2,802.0,HIIT,20.7,2.6,4,2,31.168619791666668,192.0,31.17,fat_loss,measured,20.7,2338.0991200000003,91.1157,moderate,1.55,3624.0536360000006,0.7873761848291267,2.267252547833607,2853.493525529805,260.50731774608147,2862.8,255.6,obese
49,Female,62.1,1.66,173,152,73,1.37,937.0,HIIT,31.3,1.8,3,2,22.53592683988968,166.0,22.54,muscle_gain,measured,31.3,1291.5143200000002,42.6627,moderate,1.55,2001.8471960000004,1.1070906113998318,1.8288272616163417,2216.226236148679,113.57017294637483,2061.0,115.8,normal
50,Male,57.1,1.91,184,131,68,1.09,707.0,Yoga,29.5,2.7,4,2,15.651983224144075,191.0,15.65,maintenance,measured,29.5,1239.5188000000003,40.255500000000005,moderate,1.55,1921.2541400000005,0.9879548947681658,1.4314345985351136,1898.1124317066033,81.734915576355,1898.9,81.5,underweight
18,Male,68.1,1.8,174,153,50,1.1,926.0,Yoga,25.4,3.3,4,2,21.018518518518515,180.0,21.02,muscle_gain,measured,25.4,1467.33616,50.8026,moderate,1.55,2274.371048,1.1165077181243672,2.06823355476907,2539.3528289706055,140.84670507977364,2506.7,142.4,normal
36,Male,69.2,1.65,165,126,65,1.23,852.0,Strength,27.2,2.7,3,1,25.417814508723602,165.0,25.42,fat_loss,measured,27.2,1458.15616,50.3776,moderate,1.5250000000000001,2223.688144,0.8090316339690578,2.032516124403835,1799.0340525779416,140.6501158087454,1836.7,140.1,overweight
19,Female,65.2,1.52,188,130,71,1.23,800.0,Cardio,30.6,2.4,3,1,28.220221606648202,152.0,28.22,fat_loss,measured,30.6,1347.37408,45.248799999999996,moderate,1.5250000000000001,2054.745472,0.8267032669855361,2.1044671107855226,1698.6647945261375,137.2112556232161,1661.0,128.8,overweight
43,Male,108.6,1.73,174,150,66,1.33,988.0,Cardio,28.5,2.2,2,1,36.285876574559786,173.0,36.29,fat_loss,measured,28.5,2047.2184000000002,77.649,light,1.35,2763.7448400000003,0.8093853206602862,2.3661963215934265,2251.9402400000004,256.9689205250461,2251.9,263.3,obese
49,Female,40.0,1.65,188,148,74,1.03,686.0,Yoga,34.3,2.5,3,2,14.692378328741967,165.0,14.69,maintenance,measured,34.3,937.648,26.28,moderate,1.55,1453.3544000000002,1.0206105884320442,1.6981670070106505,1483.3088893843008,67.92668028042601,1533.4,67.5,underweight
23,Female,41.9,1.58,163,132,67,0.56,370.0,HIIT,26.8,1.8,3,1,16.784169203653256,158.0,16.78,muscle_gain,measured,26.8,1032.48928,30.6708,light,1.35,1393.8605280000002,1.1489283300918487,2.1029014342168697,1601.4458488159828,88.11157009368684,1568.5,87.4,underweight
49,Female,68.3,1.52,177,150,60,1.45,979.0,Strength,29.4,1.8,4,2,29.56198060941828,152.0,29.56,fat_loss,measured,29.4,1411.54768,48.21979999999999,active,1.725,2434.919748,0.8063420354941319,2.057339978864028,1963.3781458671785,140.5163205564131,1976.0,142.2,overweight
21,Male,88.4,1.6,198,121,67,1.71,1138.0,HIIT,12.0,3.5,4,3,34.53124999999999,160.0,34.53,maintenance,measured,12.0,2050.3072,77.792,active,1.75,3588.0376000000006,0.9761433041859224,1.6571607327312274,3502.4388784073276,146.49300877344052,3564.5,143.5,obese
28,Male,66.0,1.9,175,158,56,1.18,1025.0,HIIT,24.1,3.0,3,1,18.282548476454295,190.0,18.28,maintenance,measured,24.1,1452.0304,50.094,moderate,1.5250000000000001,2214.3463600000005,0.9729342037494729,1.6147236110445007,2154.4133125921444,106.57175832893705,2280.3,106.3,underweight
34,Male,71.9,1.64,170,134,67,1.26,929.0,Cardio,21.3,2.1,4,2,26.73259964306961,164.0,26.73,fat_loss,measured,21.3,1592.2424800000001,56.585300000000004,active,1.725,2746.6182780000004,0.8221502196322265,2.0398662001860743,2258.132820503588,146.66637979337875,2260.9,145.8,overweight
55,Male,75.6,1.71,173,130,57,1.03,663.0,Strength,28.1,2.0,4,2,25.854108956602033,171.0,25.85,maintenance,measured,28.1,1544.09824,54.356399999999994,moderate,1.55,2393.352272,1.0079859983045678,1.6875928678249927,2412.4655791864257,127.58202080756944,2432.7,129.1,overweight
41,Female,63.4,1.59,162,153,55,1.84,1267.0,HIIT,15.2,2.7,5,3,25.07812190973458,159.0,25.08,muscle_gain,measured,15.2,1531.28512,53.7632,very_active,1.9,2909.441728,1.124690813551982,2.161175643870949,3272.222384046404,137.01853582141817,3363.8,132.2,overweight
22,Female,71.6,1.77,197,158,56,1.49,1177.0,Yoga,30.3,1.8,3,1,22.854224520412394,177.0,22.85,maintenance,measured,30.3,1447.95232,49.9052,moderate,1.5250000000000001,2208.127288,1.013788567819091,1.481366505149767,2238.5742008637735,106.06584176872332,2320.0,104.1,normal
51,Female,57.4,1.77,177,123,72,1.08,598.0,Yoga,31.6,2.1,4,2,18.3216827859172,177.0,18.32,maintenance,measured,31.6,1218.05056,39.261599999999994,moderate,1.55,1887.9783679999998,0.9701890091659203,1.6036944195533744,1831.6958621766112,92.05205968236369,1781.3,94.6,underweight
23,Male,83.8,1.99,179,130,71,1.79,1280.0,Cardio,11.0,3.5,4,3,21.161081790863864,199.0,21.16,fat_loss,measured,11.0,1980.9712,74.582,very_active,1.9,3763.8452799999995,0.8227100301358287,2.3795962385029528,3096.5532637353963,199.41016478654743,3110.8,216.0,normal
39,Female,55.9,1.71,184,148,59,1.95,1443.0,Yoga,19.5,2.7,5,3,19.116993262884307,171.0,19.12,muscle_gain,measured,19.5,1341.9892,44.9995,very_active,1.9,2549.7794799999997,1.1360411494201912,1.8674090864891482,2896.654411227217,104.38816793474338,3020.0,100.2,normal
28,Male,87.0,1.76,197,121,60,1.2,799.0,Yoga,28.4,3.5,3,2,28.08626033057851,176.0,28.09,fat_loss,measured,28.4,1715.5072,62.291999999999994,moderate,1.55,2659.03616,0.8069919059155596,2.25659456389297,2145.820658656791,196.32372705868838,2050.6,184.3,overweight
33,Female,65.3,1.71,172,135,74,1.18,796.0,HIIT,29.7,2.5,4,2,22.33165760404911,171.0,22.33,muscle_gain,measured,29.7,1361.5674400000003,45.9059,moderate,1.55,2110.4295320000006,1.1340780496300065,2.175073135960835,2393.391807532128,142.0322757782425,2436.8,149.1,normal
50,Male,45.4,1.67,163,158,62,1.37,1071.0,Yoga,24.1,2.8,4,2,16.278819606296388,167.0,16.28,maintenance,measured,24.1,1114.30576,34.4586,active,1.725,1922.177436,1.0056121897501926,1.5666659857909635,1932.9650605043707,71.12663575490974,1737.4,70.4,underweight
26,Male,87.1,1.87,173,132,58,1.71,1241.0,Yoga,11.2,3.5,4,3,24.90777545826303,187.0,24.91,muscle_gain,measured,11.2,2040.64768,77.34479999999999,active,1.75,3571.13344,1.122292113708774,2.199037598292925,4007.8548967136853,191.53617481131377,4000.6,189.9,normal
23,Female,78.6,1.73,192,156,56,1.47,1147.0,HIIT,32.3,1.5,4,2,26.26215376390791,173.0,26.26,maintenance,measured,32.3,1519.38352,53.2122,active,1.725,2620.936572,0.9999282871056814,1.7694280334448664,2620.7486170525963,139.0770434287665,2578.9,140.5,overweight
33,Female,78.0,1.71,187,136,58,1.08,734.0,Cardio,26.3,2.1,3,1,26.674874320303687,171.0,26.67,maintenance,measured,26.3,1611.6976,57.486,moderate,1.5250000000000001,2457.8388400000003,0.9703858901255311,1.6140733267514935,2385.052130538503,125.8977194866165,2422.6,128.8,overweight
46,Female,58.0,1.53,196,140,62,1.83,1153.0,Cardio,18.4,2.7,4,3,24.77679524969029,153.0,24.78,maintenance,measured,18.4,1392.2848000000001,47.328,very_active,1.9,2645.34112,1.0093152372142131,1.4427805730027832,2669.9831000453123,83.68127323416142,2690.5,81.7,normal
20,Female,71.3,1.69,167,163,52,1.28,1043.0,Strength,33.4,2.3,3,2,24.96411190084381,169.0,24.96,maintenance,measured,33.4,1395.69328,47.4858,moderate,1.55,2163.324584,1.02898627407456,1.4592070624335707,2226.031303304057,104.04146355151359,2220.6,100.1,normal
37,Male,49.1,1.74,193,138,52,1.11,842.0,Yoga,22.3,2.6,3,2,16.217465979653852,174.0,16.22,muscle_gain,measured,22.3,1194.05512,38.1507,moderate,1.55,1850.7854360000001,1.1217593471550822,2.139896260655593,2076.135862411494,105.06890639818961,2134.1,101.2,underweight
53,Female,78.3,1.65,164,126,50,1.24,703.0,HIIT,33.7,1.6,3,1,28.7603305785124,165.0,28.76,fat_loss,measured,33.7,1491.3186400000002,51.9129,moderate,1.5250000000000001,2274.2609260000004,0.7863416305842118,2.140439895114351,1788.3460449247998,167.59644378745367,1756.1,164.2,overweight
36,Female,57.3,1.64,164,157,70,1.13,887.0,Strength,25.3,1.8,4,2,21.30428316478287,164.0,21.3,maintenance,measured,25.3,1294.5469600000001,42.8031,moderate,1.55,2006.5477880000003,1.0082170942529411,1.4304301777907362,2023.0357802970268,81.96364918740917,1958.4,80.0,normal
43,Female,48.4,1.61,190,127,69,1.28,732.0,Cardio,34.1,2.4,2,1,18.672119131206355,161.0,18.67,fat_loss,measured,34.1,1058.94496,31.8956,light,1.35,1429.575696,0.8021444398939104,2.3187274016441037,1200.0,112.22640623957462,1200.0,110.9,normal
20,Male,76.4,1.62,168,132,51,1.35,980.0,Cardio,21.2,2.6,4,2,29.11141594269166,162.0,29.11,maintenance,measured,21.2,1670.3891200000003,60.20320000000001,active,1.725,2881.4212320000006,0.979910107295844,1.4150093096086158,2823.5337886136435,108.10671125409826,2832.1,107.4,overweight
36,Male,110.2,1.77,191,156,74,1.19,1021.0,HIIT,26.5,3.4,2,1,35.175077404321875,177.0,35.18,fat_loss,measured,26.5,2119.5352000000003,80.997,light,1.35,2861.3725200000003,0.8034995822871375,2.0459306929924903,2331.4887200000003,225.46156236777244,2483.6,227.7,obese
37,Female,72.9,1.76,192,121,52,1.21,732.0,Strength,27.5,1.9,3,2,23.53434917355372,176.0,23.53,maintenance,measured,27.5,1511.614,52.8525,moderate,1.55,2343.0017000000003,0.9787364968848593,1.627544870338563,2293.1812760532703,118.64802104768125,2339.0,119.0,normal
49,Male,82.1,1.86,162,160,64,1.87,1481.0,Strength,14.2,3.5,4,3,23.731067175395996,186.0,23.73,muscle_gain,measured,14.2,1891.5428800000002,70.4418,very_active,1.9,3593.931472,1.1409688469938886,2.0266976959488807,4100.563847782889,166.3918808374031,4120.7,161.5,normal
24,Female,58.9,1.76,189,130,73,0.63,410.0,HIIT,30.1,1.7,3,1,19.014721074380166,176.0,19.01,muscle_gain,measured,30.1,1259.29576,41.1711,light,1.35,1700.049276,1.1241729462639385,2.098727791299545,1911.1494033947954,123.61506690754318,1793.5,124.8,normal
58,Male,82.2,1.87,171,143,55,1.57,1111.0,HIIT,10.7,3.5,4,3,23.506534359003687,187.0,23.51,muscle_gain,measured,10.7,1955.5393600000002,73.4046,active,1.75,3422.1938800000003,1.1376373605495058,2.08174488131757,3893.2156129318723,171.11942924430426,4017.7,165.8,normal
50,Male,96.7,1.72,188,125,62,1.46,903.0,Strength,25.7,2.7,3,2,32.68658734451055,172.0,32.69,fat_loss,measured,25.7,1921.9189600000002,71.8481,moderate,1.55,2978.9743880000005,0.7859576076210257,2.147846596282521,2341.34758315679,207.6967658605198,2442.5,212.0,obese
57,Male,81.4,1.86,162,145,70,1.8,1292.0,Cardio,12.0,3.5,5,3,23.52873164527691,186.0,23.53,muscle_gain,measured,12.0,1917.2512000000002,71.632,very_active,1.9,3642.7772800000002,1.1042052653269938,1.8591385819473008,4022.373852989545,151.3338805705103,3953.7,156.4,normal
56,Male,107.8,1.73,185,126,50,1.09,680.0,Yoga,26.6,2.8,3,2,36.01857729960907,173.0,36.02,fat_loss,measured,26.6,2079.10432,79.12519999999999,moderate,1.55,3222.611696,0.8224737937424905,2.3094935849198803,2650.5136673680413,248.9634084543631,2559.9,264.2,obese
35,Female,65.8,1.62,189,158,69,1.0,790.0,Cardio,33.8,1.5,4,2,25.072397500381033,162.0,25.07,fat_loss,measured,33.8,1310.8873600000002,43.5596,moderate,1.55,2031.8754080000003,0.8017500128824268,2.3719315328920523,1629.0561345394865,156.07309486429702,1553.7,159.9,overweight
57,Female,68.5,1.56,168,138,68,1.45,900.0,HIIT,29.1,1.6,4,2,28.147600262984877,156.0,28.15,maintenance,measured,29.1,1419.0364,48.5665,active,1.725,2447.83779,1.0165294370329574,1.7726071786255484,2488.2991706166986,121.42359173585007,2369.6,125.9,overweight
18,Female,63.9,1.59,185,125,50,1.87,1169.0,Strength,16.4,2.7,4,3,25.27589889640441,159.0,25.28,maintenance,measured,16.4,1523.88064,53.4204,very_active,1.9,2895.373216,0.9759314077197351,1.4204658263812404,2825.6856585648966,90.76776630576126,2849.3,92.8,overweight
28,Male,76.3,1.62,161,162,70,1.16,1034.0,Strength,20.1,2.3,3,2,29.073311995122687,162.0,29.07,fat_loss,measured,20.1,1686.81592,60.963699999999996,moderate,1.55,2614.564676,0.791839287382383,2.287339358045296,2070.315029858991,174.52399301885606,2128.3,178.5,overweight
45,Female,44.5,1.65,162,148,71,1.44,959.0,Yoga,30.7,1.6,3,1,16.345270890725438,165.0,16.35,muscle_gain,measured,30.7,1036.1116000000002,30.838500000000003,moderate,1.5250000000000001,1580.0701900000004,1.1455237544878514,1.9469433461850663,1810.007936403133,86.63897890523545,1828.3,88.3,underweight
42,Female,50.7,1.75,163,162,51,1.29,940.0,Strength,29.0,1.9,3,2,16.555102040816326,175.0,16.56,muscle_gain,measured,29.0,1147.5352,35.997,moderate,1.55,1778.67956,1.1058136772756015,2.0605537664756985,1966.8881849385489,104.47007596031793,2059.6,102.6,underweight
40,Female,55.1,1.61,184,158,64,1.55,1224.0,Yoga,16.9,2.7,4,3,21.25689595308823,161.0,21.26,muscle_gain,measured,16.9,1359.02296,45.7881,active,1.75,2378.29018,1.1268820279325038,2.1714774066962956,2680.0524610503594,119.64840510896589,2677.4,117.7,normal
48,Male,73.7,1.61,172,121,63,1.36,815.0,Cardio,21.8,3.6,4,2,28.43254504070059,161.0,28.43,maintenance,measured,21.8,1614.88144,57.6334,active,1.725,2785.670484,0.9866603331770241,1.6090944439575425,2748.510567864842,118.59026051967089,2720.1,114.2,overweight
47,Male,55.6,1.77,198,138,68,1.2,820.0,Cardio,24.3,2.9,4,2,17.74713524210795,177.0,17.75,muscle_gain,measured,24.3,1279.12672,42.0892,moderate,1.55,1982.646416,1.1150470109113744,2.160177313815598,2210.7439598549495,120.10585864814725,2187.6,118.2,underweight
59,Male,86.9,1.76,194,123,60,1.13,688.0,Strength,29.8,3.1,3,2,28.053977272727277,176.0,28.05,fat_loss,measured,29.8,1687.68208,61.0038,moderate,1.55,2615.907224,0.7824885165196233,2.288681271566113,2046.9173630607258,198.88640249909525,2040.5,202.1,overweight
52,Female,60.3,1.68,182,125,64,1.6,900.0,Strength,16.5,2.7,4,3,21.36479591836735,168.0,21.36,muscle_gain,measured,16.5,1457.5708,50.3505,active,1.75,2550.7489,1.13400987445952,2.081624628230454,2892.5744398667584,125.52196508229638,3083.7,133.3,normal
24,Female,40.4,1.64,168,168,55,0.99,832.0,HIIT,31.0,1.9,2,1,15.020820939916717,164.0,15.02,fat_loss,measured,31.0,972.1216,27.875999999999998,light,1.35,1312.36416,0.7824095730621866,2.2624761470025656,1200.0,91.40403633890365,1221.6,93.2,underweight
33,Female,78.5,1.66,161,156,69,1.29,1006.0,HIIT,32.8,1.9,4,2,28.487443750907246,166.0,28.49,fat_loss,measured,32.8,1509.4432000000002,52.752,active,1.725,2603.7895200000003,0.7967916310952269,2.3663988504518767,2074.677698669458,185.76230976047233,2124.1,188.2,overweight
43,Male,102.6,1.72,190,147,58,0.82,597.0,Strength,27.5,2.0,2,1,34.680908599242834,172.0,34.68,fat_loss,measured,27.5,1976.716,74.38499999999999,light,1.35,2668.5666,0.8067445186674213,2.0023104226686645,2174.3876,205.43704936580497,2276.1,206.4,obese
19,Male,110.8,1.91,161,149,54,1.31,1074.0,Strength,23.3,2.9,2,1,30.3719744524547,191.0,30.37,fat_loss,measured,23.3,2205.6457600000003,84.9836,light,1.35,2977.621776000001,0.8286274584145851,2.1883802629941824,2467.3391643668037,242.4725331397554,2426.2,250.4,obese
18,Female,60.9,1.79,191,126,69,1.11,699.0,Cardio,31.1,2.1,2,1,19.00689741268999,179.0,19.01,maintenance,measured,31.1,1276.3381600000002,41.960100000000004,light,1.35,1723.0565160000003,1.0211370555071622,1.6703228537047865,1759.4768572206697,101.7226617906215,1881.7,101.7,normal
29,Male,55.7,1.61,177,128,51,1.41,993.0,Strength,28.7,2.3,3,1,21.48836850430153,161.0,21.49,fat_loss,measured,28.7,1227.8245600000002,39.71410000000001,moderate,1.5250000000000001,1872.4324540000005,0.8043360141236271,2.0721238083442883,1506.0648567660821,115.41729612477687,1462.8,114.3,normal
22,Male,110.5,1.92,172,144,55,1.16,919.0,HIIT,20.2,3.3,3,2,29.97504340277778,192.0,29.98,fat_loss,measured,20.2,2274.6664,88.179,moderate,1.55,3525.7329200000004,0.820696158875155,2.0245223159411845,2893.5554646636847,223.7097159115009,2961.1,222.4,overweight
54,Male,55.2,1.71,164,152,67,0.77,579.0,Cardio,24.4,2.8,2,1,18.877603365137993,171.0,18.88,muscle_gain,measured,24.4,1271.39392,41.7312,light,1.35,1716.3817920000001,1.117403730015448,2.126163581327812,1917.891416511399,117.36422968929524,2003.5,114.5,normal
49,Male,46.5,1.72,169,120,72,1.4,832.0,Yoga,22.2,2.6,4,2,15.717955651703626,172.0,15.72,muscle_gain,measured,22.2,1151.4232000000002,36.177,active,1.725,1986.2050200000003,1.1016676327082031,2.163107907250249,2188.1377824565498,100.58451768713657,2201.9,100.3,underweight
26,Female,70.9,1.66,184,125,68,0.81,506.0,HIIT,28.9,1.7,3,1,25.729423718972278,166.0,25.73,maintenance,measured,28.9,1458.8538400000002,50.40990000000001,light,1.35,1969.4526840000003,0.9824177835243778,1.4801288054123827,1934.8253405714172,104.94113230373794,1968.3,106.2,overweight
58,Male,74.6,1.75,193,137,58,1.09,739.0,HIIT,24.2,2.9,2,1,24.359183673469385,175.0,24.36,fat_loss,measured,24.2,1591.4108800000001,56.5468,light,1.35,2148.4046880000005,0.7828292864330525,2.3236396415669853,1750.5519680000002,173.3435172608971,1750.6,175.0,normal
52,Male,45.1,1.72,196,129,70,0.93,594.0,Cardio,27.5,3.3,2,1,15.24472687939427,172.0,15.24,muscle_gain,measured,27.5,1076.266,32.6975,light,1.35,1452.9591000000003,1.116097081639758,2.1394280378965345,1621.6434112519296,96.48820450913371,1598.9,96.8,underweight
36,Male,99.9,1.99,189,147,73,1.33,1075.0,Yoga,20.9,2.5,3,1,25.226635691017904,199.0,25.23,maintenance,measured,20.9,2076.8514400000004,79.02090000000001,moderate,1.5250000000000001,3167.198446000001,1.0019315050722393,1.5885650996141072,3173.315905863238,158.69765345144933,3194.6,156.9,overweight
33,Male,117.0,1.61,166,130,55,1.04,744.0,HIIT,25.1,2.4,3,2,45.137147486593875,161.0,45.14,fat_loss,measured,25.1,2262.8728,87.633,moderate,1.55,3507.4528400000004,0.7972221919064099,2.2245962251119225,2796.2192411131628,260.27775833809494,2771.3,260.0,obese
20,Female,75.9,1.73,165,152,63,1.39,1056.0,Strength,30.6,2.1,4,2,25.360018710949248,173.0,25.36,maintenance,measured,30.6,1507.77136,52.6746,active,1.725,2600.905596,1.0016342370584255,1.4297680677142168,2605.1560923104494,108.51939633950907,2598.0,109.7,overweight
37,Female,71.2,1.64,162,120,73,1.11,666.0,HIIT,29.9,1.7,3,2,26.472337894110655,164.0,26.47,fat_loss,measured,29.9,1448.0819200000003,49.91120000000001,moderate,1.55,2244.5269760000006,0.8053648061234785,2.1039547334917805,1807.663032865158,149.80157702461477,1823.6,148.2,overweight
41,Male,78.8,1.72,172,132,62,1.01,660.0,Cardio,27.3,3.1,4,2,26.636019469983776,172.0,26.64,fat_loss,measured,27.3,1607.41216,57.2876,moderate,1.55,2491.4888480000004,0.7930604610009441,2.3958456143526106,1975.9012943735913,188.7926344109857,2014.8,184.5,overweight
50,Male,50.6,1.69,162,156,60,1.31,1012.0,Cardio,23.8,3.0,2,1,17.716466510276252,169.0,17.72,muscle_gain,measured,23.8,1202.83552,38.5572,light,1.35,1623.8279520000003,1.1426188009232348,1.924338738883672,1855.4163474198724,97.3715401875138,1864.7,98.0,underweight
41,Male,82.5,1.79,185,139,61,1.69,1163.0,Cardio,14.7,3.5,4,3,25.748260041821418,179.0,25.75,muscle_gain,measured,14.7,1890.046,70.3725,active,1.75,3307.5805,1.120454446978349,1.860020291026051,3705.9932799638714,153.45167400964922,3580.6,157.6,overweight
28,Male,108.5,1.79,183,120,68,1.33,878.0,HIIT,24.8,2.1,4,2,33.86286320651665,179.0,33.86,fat_loss,measured,24.8,2132.3872,81.592,active,1.725,3678.3679200000006,0.7901847039795165,2.069501990687985,2906.5900659929503,224.54096598964634,2896.1,225.9,obese
25,Male,49.9,1.98,165,122,68,1.15,772.0,Yoga,25.7,2.1,3,2,12.728293031323334,198.0,12.73,maintenance,measured,25.7,1170.83512,37.0757,moderate,1.55,1814.794436,1.003413388659088,1.4271311116913468,1820.9890347464182,71.2138424733982,1783.0,73.6,underweight
53,Male,125.1,1.91,171,137,70,0.52,353.0,Strength,28.3,3.1,2,1,34.29182314081302,191.0,34.29,fat_loss,measured,28.3,2307.44872,89.69669999999999,sedentary,1.2,2768.938464,0.8094203352681897,2.2855902369203123,2538.193592,285.92733863873104,2560.8,285.4,obese
55,Female,79.7,1.66,195,160,68,1.06,763.0,Cardio,27.8,1.9,2,1,28.922920598054873,166.0,28.92,fat_loss,measured,27.8,1612.9374400000002,57.5434,light,1.35,2177.465544,0.8100248751000363,2.023141599037251,1774.2311840000002,161.24438544326892,1811.2,165.8,overweight
57,Male,126.8,1.63,161,133,73,0.96,632.0,Yoga,20.8,2.1,2,1,47.72479205088637,163.0,47.72,fat_loss,measured,20.8,2539.1929600000003,100.4256,light,1.35,3427.9104960000004,0.8160479538514452,2.2145464775855825,2797.339346246693,280.80449335785187,2838.4,293.0,obese
37,Female,54.6,1.57,170,150,62,1.31,982.0,Strength,32.1,2.4,3,1,22.151000040569595,157.0,22.15,maintenance,measured,32.1,1170.78544,37.07340000000001,moderate,1.5250000000000001,1785.4477960000004,0.9951028148435311,1.629594851854017,1776.7041275557792,88.97587891122933,1785.5,88.2,normal
52,Female,47.8,1.54,198,146,63,1.34,880.0,Cardio,29.8,1.9,3,2,20.155169505818854,154.0,20.16,maintenance,measured,29.8,1094.80096,33.5556,moderate,1.55,1696.9414880000002,0.9807255983940528,1.6545739983375136,1664.2339562584946,79.08863712053315,1685.7,78.3,normal
42,Male,97.9,1.91,193,136,73,1.01,680.0,Strength,29.0,2.8,3,2,26.835887174145448,191.0,26.84,maintenance,measured,29.0,1871.3944000000001,69.509,moderate,1.55,2900.66132,1.0259360777834523,1.7138140952133813,2975.8930976189718,167.78239992139004,2918.6,168.5,overweight
52,Female,63.1,1.54,185,165,67,1.36,1010.0,Strength,34.8,1.8,3,2,26.60651037274414,154.0,26.61,fat_loss,measured,34.8,1258.6499200000003,41.141200000000005,moderate,1.55,1950.9073760000006,0.8124096487582896,2.0862133843846333,1584.9359760961167,131.64006455467037,1661.0,126.8,overweight
42,Female,72.4,1.69,177,148,61,1.07,713.0,Yoga,29.0,2.3,3,2,25.349252477154167,169.0,25.35,fat_loss,measured,29.0,1480.3264000000001,51.404,moderate,1.55,2294.5059200000005,0.786563658951129,2.1303604494196047,1804.774971920227,154.2380965379794,1867.3,148.1,overweight
46,Female,58.9,1.7,180,155,53,1.52,1060.0,Strength,17.1,2.7,4,3,20.380622837370243,170.0,20.38,muscle_gain,measured,17.1,1424.68696,48.8281,active,1.75,2493.20218,1.1101841595817996,2.0734947557666867,2767.913566870811,122.12884111465785,2707.0,125.6,normal
35,Female,50.4,1.6,195,156,59,1.03,803.0,Cardio,29.1,1.9,4,2,19.687499999999996,160.0,19.69,maintenance,measured,29.1,1141.84576,35.733599999999996,moderate,1.55,1769.8609279999998,0.9943829336548409,1.6380758010715797,1759.919501745719,82.55902037400762,1752.3,82.5,normal
35,Female,64.2,1.59,199,145,66,1.63,1182.0,Yoga,16.6,2.7,5,3,25.394565088406313,159.0,25.39,fat_loss,measured,16.6,1526.52448,53.5428,very_active,1.9,2900.396512,0.8102280594818316,2.1239334412260664,2349.9826376456326,136.35652692671346,2381.8,140.7,overweight
19,Female,58.8,1.77,181,136,53,1.4,952.0,HIIT,32.8,2.7,2,1,18.768553097768837,177.0,18.77,fat_loss,measured,32.8,1223.4937600000003,39.513600000000004,light,1.35,1651.7165760000005,0.8293793801671474,2.0443105200352365,1369.8996700146834,120.2054585780719,1387.7,117.3,normal
